column1,Customer_City,Customer_Country,Customer_Email,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode
6072,Caguas,Puerto Rico,XXXXXXXXX,James,3672,Park,XXXXXXXXX,Consumer,PR,1780 Grand View Route,725
6073,Caguas,Puerto Rico,XXXXXXXXX,Christian,9035,Smith,XXXXXXXXX,Consumer,PR,3327 Pleasant Place,725
6074,Caguas,Puerto Rico,XXXXXXXXX,Roger,6078,Clark,XXXXXXXXX,Consumer,PR,7922 Iron Oak Gardens,725
6075,Caguas,Puerto Rico,XXXXXXXXX,Philip,5718,Nixon,XXXXXXXXX,Consumer,PR,9456 Dewy Gate,725
6076,Caguas,Puerto Rico,XXXXXXXXX,Sarah,1154,Smith,XXXXXXXXX,Consumer,PR,7106 Rustic Brook Byway,725
6077,Caguas,Puerto Rico,XXXXXXXXX,Mary,4297,Torres,XXXXXXXXX,Consumer,PR,3488 Grand River Townline,725
6078,Caguas,Puerto Rico,XXXXXXXXX,Mary,11755,Jackson,XXXXXXXXX,Consumer,PR,2075 Honey Panda Dell,725
6079,Caguas,Puerto Rico,XXXXXXXXX,Mary,3859,Robinson,XXXXXXXXX,Consumer,PR,8460 Harvest Estates,725
6080,Caguas,Puerto Rico,XXXXXXXXX,Mary,5286,Smith,XXXXXXXXX,Consumer,PR,1736 Clear Gate,725
6081,Caguas,Puerto Rico,XXXXXXXXX,Brandon,11278,Smith,XXXXXXXXX,Consumer,PR,3240 Indian Treasure Beach,725
6082,Caguas,Puerto Rico,XXXXXXXXX,Heather,6928,Smith,XXXXXXXXX,Consumer,PR,9394 Merry Towers,725
6083,Caguas,Puerto Rico,XXXXXXXXX,Mary,8277,Sanford,XXXXXXXXX,Consumer,PR,1761 Easy Lagoon Mountain,725
6084,Caguas,Puerto Rico,XXXXXXXXX,Mary,12217,Odonnell,XXXXXXXXX,Consumer,PR,1548 Cozy Pine Way,725
6085,Caguas,Puerto Rico,XXXXXXXXX,Mary,1193,Smith,XXXXXXXXX,Consumer,PR,9359 Burning Hill,725
6086,Aguadilla,Puerto Rico,XXXXXXXXX,Jacqueline,7257,Smith,XXXXXXXXX,Consumer,PR,2514 Green Quail Falls,603
6087,Caguas,Puerto Rico,XXXXXXXXX,Mary,4664,Cole,XXXXXXXXX,Consumer,PR,2991 Silver Circuit,725
6088,Caguas,Puerto Rico,XXXXXXXXX,Mary,1538,Smith,XXXXXXXXX,Consumer,PR,6292 Grand Rabbit Farms,725
6089,Caguas,Puerto Rico,XXXXXXXXX,Patrick,10426,Flynn,XXXXXXXXX,Consumer,PR,6900 Misty Meadow,725
6090,Caguas,Puerto Rico,XXXXXXXXX,Jack,7062,Hines,XXXXXXXXX,Consumer,PR,3567 Misty Circle,725
6091,Caguas,Puerto Rico,XXXXXXXXX,Mary,2940,Smith,XXXXXXXXX,Consumer,PR,8668 Emerald Elk Mount,725
6092,Caguas,Puerto Rico,XXXXXXXXX,Jessica,9140,Smith,XXXXXXXXX,Consumer,PR,3133 Rocky Campus,725
6093,Caguas,Puerto Rico,XXXXXXXXX,Mary,5753,Arellano,XXXXXXXXX,Consumer,PR,65 Middle Farms,725
6094,Caguas,Puerto Rico,XXXXXXXXX,Patricia,8093,Cook,XXXXXXXXX,Consumer,PR,5198 Rustic Route,725
6095,Caguas,Puerto Rico,XXXXXXXXX,Janice,3167,Ward,XXXXXXXXX,Consumer,PR,"657 Gentle Mountain Mall ",725
6096,Caguas,Puerto Rico,XXXXXXXXX,Aphrodite,13275,Little,XXXXXXXXX,Consumer,PR,7796 Thunder Forest Villas,725
6097,Caguas,Puerto Rico,XXXXXXXXX,Rinah,14113,Landry,XXXXXXXXX,Consumer,PR,3570 Emerald Oak Pike,725
6098,Caguas,Puerto Rico,XXXXXXXXX,Kirby,14184,Albert,XXXXXXXXX,Consumer,PR,1655 Foggy Rise Swale,725
6099,Caguas,Puerto Rico,XXXXXXXXX,Whitney,14309,Durham,XXXXXXXXX,Consumer,PR,4288 Hazy Alley,725
6100,Caguas,Puerto Rico,XXXXXXXXX,Myra,13165,Wong,XXXXXXXXX,Consumer,PR,3765 Fallen Branch Round,725
6101,Caguas,Puerto Rico,XXXXXXXXX,Kirsten,14628,Cook,XXXXXXXXX,Consumer,PR,7509 Noble Gate,725
6102,Caguas,Puerto Rico,XXXXXXXXX,Tatyana,14466,Mendoza,XXXXXXXXX,Consumer,PR,8861 Hidden Bear Hill,725
6103,Caguas,Puerto Rico,XXXXXXXXX,Alyssa,13056,Cole,XXXXXXXXX,Consumer,PR,6439 Quiet Lagoon Parkway,725
6104,Caguas,Puerto Rico,XXXXXXXXX,Cally,14663,Moody,XXXXXXXXX,Consumer,PR,1836 Cozy View Orchard,725
6105,Caguas,Puerto Rico,XXXXXXXXX,Alea,14109,Reid,XXXXXXXXX,Consumer,PR,5010 Emerald Hollow,725
6106,Caguas,Puerto Rico,XXXXXXXXX,Shelley,13378,Herrera,XXXXXXXXX,Consumer,PR,"6828 Tawny Ridge ",725
6107,Caguas,Puerto Rico,XXXXXXXXX,Chelsea,13306,Mercado,XXXXXXXXX,Consumer,PR,"8182 Broad Port ",725
6108,Caguas,Puerto Rico,XXXXXXXXX,Brynne,14234,Smith,XXXXXXXXX,Consumer,PR,8874 Harvest Hills Grove,725
6109,Caguas,Puerto Rico,XXXXXXXXX,Darryl,14162,Mcguire,XXXXXXXXX,Consumer,PR,5078 High Rabbit Mount,725
6110,Caguas,Puerto Rico,XXXXXXXXX,Simone,14516,Brewer,XXXXXXXXX,Consumer,PR,1682 Cozy Trail,725
6111,Caguas,Puerto Rico,XXXXXXXXX,Winter,13233,Norman,XXXXXXXXX,Consumer,PR,"8255 Hidden Terrace ",725
6112,Caguas,Puerto Rico,XXXXXXXXX,Iola,14107,Baker,XXXXXXXXX,Consumer,PR,8961 Red Deer Wood,725
6113,Caguas,Puerto Rico,XXXXXXXXX,Zia,14678,Mccarthy,XXXXXXXXX,Consumer,PR,7258 Grand Pond Acres,725
6114,Caguas,Puerto Rico,XXXXXXXXX,Remedios,13430,Nguyen,XXXXXXXXX,Consumer,PR,1945 Iron Panda Circle,725
6115,Caguas,Puerto Rico,XXXXXXXXX,Abra,14230,Vance,XXXXXXXXX,Consumer,PR,4796 Lost Fawn Parkway,725
6116,Caguas,Puerto Rico,XXXXXXXXX,Lee,13266,Carpenter,XXXXXXXXX,Consumer,PR,"507 Bright Estates ",725
6117,Caguas,Puerto Rico,XXXXXXXXX,Constance,14494,Jennings,XXXXXXXXX,Consumer,PR,1121 Wishing Jetty,725
6118,Caguas,Puerto Rico,XXXXXXXXX,Unity,14319,Carr,XXXXXXXXX,Consumer,PR,7004 Grand Hickory Lane,725
6119,Caguas,Puerto Rico,XXXXXXXXX,Clio,13516,Hood,XXXXXXXXX,Consumer,PR,6296 Misty Goose Avenue,725
6120,Caguas,Puerto Rico,XXXXXXXXX,Brynne,12976,Estrada,XXXXXXXXX,Consumer,PR,"5763 Green Crossing ",725
6121,Caguas,Puerto Rico,XXXXXXXXX,Libby,14210,Charles,XXXXXXXXX,Consumer,PR,9395 Wishing Thicket,725
6122,Caguas,Puerto Rico,XXXXXXXXX,Mona,13299,Drake,XXXXXXXXX,Consumer,PR,5013 Pleasant Fawn Pathway,725
6123,Caguas,Puerto Rico,XXXXXXXXX,Lois,13425,Espinoza,XXXXXXXXX,Consumer,PR,1914 Blue Autumn Harbour,725
6124,Caguas,Puerto Rico,XXXXXXXXX,Lynn,13064,Baldwin,XXXXXXXXX,Consumer,PR,9875 Thunder Lagoon Parade,725
6125,Caguas,Puerto Rico,XXXXXXXXX,Chloe,14370,Huber,XXXXXXXXX,Consumer,PR,6728 Wishing Parkway,725
6126,Caguas,Puerto Rico,XXXXXXXXX,Illiana,14208,Burnett,XXXXXXXXX,Consumer,PR,7910 Cotton Branch Highway,725
6127,Caguas,Puerto Rico,XXXXXXXXX,Xyla,14190,Townsend,XXXXXXXXX,Consumer,PR,5103 Tawny Panda Dell,725
6128,Caguas,Puerto Rico,XXXXXXXXX,Anika,14333,Phelps,XXXXXXXXX,Consumer,PR,5407 Rustic Forest Pines,725
6129,Caguas,Puerto Rico,XXXXXXXXX,Juliet,14243,Dickerson,XXXXXXXXX,Consumer,PR,7802 Blue Cove,725
6130,Caguas,Puerto Rico,XXXXXXXXX,Ainsley,13387,Foley,XXXXXXXXX,Consumer,PR,5234 Grand Pioneer Link,725
6131,Caguas,Puerto Rico,XXXXXXXXX,Madeline,14387,Christensen,XXXXXXXXX,Consumer,PR,4742 Gentle Beach,725
6132,Caguas,Puerto Rico,XXXXXXXXX,Audrey,14315,Mcfarland,XXXXXXXXX,Consumer,PR,8193 Grand Court,725
6133,Caguas,Puerto Rico,XXXXXXXXX,Jade,14117,Pate,XXXXXXXXX,Consumer,PR,5877 Honey Close,725
6134,Caguas,Puerto Rico,XXXXXXXXX,Kellie,12972,Brennan,XXXXXXXXX,Consumer,PR,777 Sleepy Quail Key,725
6135,Caguas,Puerto Rico,XXXXXXXXX,Blythe,13422,Hays,XXXXXXXXX,Consumer,PR,"3651 Rustic Cape ",725
6136,Caguas,Puerto Rico,XXXXXXXXX,Britanney,13475,Cote,XXXXXXXXX,Consumer,PR,6141 Burning Prairie Avenue,725
6137,Caguas,Puerto Rico,XXXXXXXXX,Jillian,13043,Marsh,XXXXXXXXX,Consumer,PR,1971 Velvet Oak Road,725
6138,Caguas,Puerto Rico,XXXXXXXXX,Myra,14133,Trevino,XXXXXXXXX,Consumer,PR,1284 High Apple Highlands,725
6139,Caguas,Puerto Rico,XXXXXXXXX,Renee,14384,Noel,XXXXXXXXX,Consumer,PR,5953 Broad Close,725
6140,Caguas,Puerto Rico,XXXXXXXXX,Piper,14168,Blackwell,XXXXXXXXX,Consumer,PR,436 Pleasant River Diversion,725
6141,Caguas,Puerto Rico,XXXXXXXXX,Frances,10113,Ward,XXXXXXXXX,Consumer,PR,3045 Grand Pony Promenade,725
6142,Caguas,Puerto Rico,XXXXXXXXX,Mary,6881,Arnold,XXXXXXXXX,Consumer,PR,4490 Dusty Byway,725
6143,Caguas,Puerto Rico,XXXXXXXXX,Mary,1847,Smith,XXXXXXXXX,Consumer,PR,1585 Jagged Fawn Heights,725
6144,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,5663,Smith,XXXXXXXXX,Consumer,PR,3580 Sleepy Quail Crest,725
6145,Caguas,Puerto Rico,XXXXXXXXX,Mary,3219,French,XXXXXXXXX,Consumer,PR,490 Thunder Village,725
6146,Caguas,Puerto Rico,XXXXXXXXX,Mary,5260,Hartman,XXXXXXXXX,Consumer,PR,363 Middle View Dell,725
6147,Caguas,Puerto Rico,XXXXXXXXX,Richard,8535,Quinn,XXXXXXXXX,Consumer,PR,7994 Easy Estates,725
6148,Caguas,Puerto Rico,XXXXXXXXX,Shawn,465,Smith,XXXXXXXXX,Consumer,PR,5985 Red Cider Corner,725
6149,Caguas,Puerto Rico,XXXXXXXXX,Roy,11681,Jackson,XXXXXXXXX,Consumer,PR,8510 Green River Acres,725
6150,Caguas,Puerto Rico,XXXXXXXXX,Mary,4211,Smith,XXXXXXXXX,Consumer,PR,7136 Cozy Bear Mountain,725
6151,Caguas,Puerto Rico,XXXXXXXXX,Mary,7258,Clark,XXXXXXXXX,Consumer,PR,5841 Grand End,725
6152,San Juan,Puerto Rico,XXXXXXXXX,Evelyn,9046,Smith,XXXXXXXXX,Consumer,PR,9393 Golden View Pike,921
6153,Caguas,Puerto Rico,XXXXXXXXX,Mary,554,Branch,XXXXXXXXX,Consumer,PR,9463 Tawny Place,725
6154,Caguas,Puerto Rico,XXXXXXXXX,Jacob,7092,Smith,XXXXXXXXX,Consumer,PR,7092 Pleasant Promenade,725
6155,Caguas,Puerto Rico,XXXXXXXXX,Daniel,11104,Smith,XXXXXXXXX,Consumer,PR,6468 Harvest Parade,725
6156,Caguas,Puerto Rico,XXXXXXXXX,Mary,10479,Gaines,XXXXXXXXX,Consumer,PR,9340 Stony Woods,725
6157,Caguas,Puerto Rico,XXXXXXXXX,Ralph,10564,Oliver,XXXXXXXXX,Consumer,PR,4320 Iron Highlands,725
6158,Caguas,Puerto Rico,XXXXXXXXX,Jeremy,6198,Smith,XXXXXXXXX,Consumer,PR,3018 Middle Knoll,725
6159,Caguas,Puerto Rico,XXXXXXXXX,David,9388,Horn,XXXXXXXXX,Consumer,PR,707 Pleasant Concession,725
6160,Caguas,Puerto Rico,XXXXXXXXX,Victoria,9515,Smith,XXXXXXXXX,Consumer,PR,870 High View Close,725
6161,Caguas,Puerto Rico,XXXXXXXXX,Mary,3960,Smith,XXXXXXXXX,Consumer,PR,8261 Hazy Falls,725
6162,Caguas,Puerto Rico,XXXXXXXXX,Christina,11905,Garcia,XXXXXXXXX,Consumer,PR,2972 Pleasant Branch Road,725
6163,Caguas,Puerto Rico,XXXXXXXXX,Florence,13609,Carlson,XXXXXXXXX,Consumer,PR,7800 Hazy Lake Acres,725
6164,Carolina,Puerto Rico,XXXXXXXXX,Teresa,4849,Baxter,XXXXXXXXX,Consumer,PR,3018 Middle Knoll,983
6165,Caguas,Puerto Rico,XXXXXXXXX,Mary,7940,Mejia,XXXXXXXXX,Consumer,PR,3732 Old Mountain Bank,725
6166,Caguas,Puerto Rico,XXXXXXXXX,Mary,10449,Smith,XXXXXXXXX,Consumer,PR,5325 Amber Blossom Way,725
6167,Caguas,Puerto Rico,XXXXXXXXX,Michael,11228,Trujillo,XXXXXXXXX,Consumer,PR,4291 Sunny Fox Mews,725
6168,Caguas,Puerto Rico,XXXXXXXXX,Maxine,14040,Salazar,XXXXXXXXX,Consumer,PR,1077 Jagged Grove Crescent,725
6169,Caguas,Puerto Rico,XXXXXXXXX,Steven,11659,Gonzalez,XXXXXXXXX,Consumer,PR,8824 Dusty Island,725
6170,Caguas,Puerto Rico,XXXXXXXXX,Virginia,7031,Smith,XXXXXXXXX,Consumer,PR,449 Shady Extension,725
6171,Caguas,Puerto Rico,XXXXXXXXX,Mary,10972,Smith,XXXXXXXXX,Consumer,PR,7422 Dewy Inlet,725
6172,Caguas,Puerto Rico,XXXXXXXXX,Mary,970,Alvarez,XXXXXXXXX,Consumer,PR,6908 Middle Green,725
6173,Caguas,Puerto Rico,XXXXXXXXX,Dorothy,9180,Zamora,XXXXXXXXX,Consumer,PR,4204 Dusty Pathway,725
6174,Caguas,Puerto Rico,XXXXXXXXX,Mary,6844,Hicks,XXXXXXXXX,Consumer,PR,7119 Foggy Autoroute,725
6175,Caguas,Puerto Rico,XXXXXXXXX,Shoshana,13805,William,XXXXXXXXX,Consumer,PR,1551 Fallen Ridge,725
6176,Caguas,Puerto Rico,XXXXXXXXX,Tiffany,8684,Brown,XXXXXXXXX,Consumer,PR,4263 Cozy Embers Ledge,725
6177,Caguas,Puerto Rico,XXXXXXXXX,Nomlanga,13967,Hays,XXXXXXXXX,Consumer,PR,7086 Wishing View Villas,725
6178,Caguas,Puerto Rico,XXXXXXXXX,Sarah,2254,Smith,XXXXXXXXX,Consumer,PR,529 Blue Grove Rise,725
6179,Caguas,Puerto Rico,XXXXXXXXX,Mary,1229,Brewer,XXXXXXXXX,Consumer,PR,4232 Harvest Creek Swale,725
6180,Caguas,Puerto Rico,XXXXXXXXX,Mary,8280,Tyler,XXXXXXXXX,Consumer,PR,8958 Jagged Ridge,725
6181,Caguas,Puerto Rico,XXXXXXXXX,Shirley,5234,Humphrey,XXXXXXXXX,Consumer,PR,119 Gentle Wynd,725
6182,Caguas,Puerto Rico,XXXXXXXXX,Betty,6609,Orr,XXXXXXXXX,Consumer,PR,2211 Sunny Wharf,725
6183,Caguas,Puerto Rico,XXXXXXXXX,Nicholas,6643,Smith,XXXXXXXXX,Consumer,PR,2407 Thunder Mountain,725
6184,Vega Baja,Puerto Rico,XXXXXXXXX,Mary,6278,Brown,XXXXXXXXX,Consumer,PR,732 Honey Harbour,693
6185,Caguas,Puerto Rico,XXXXXXXXX,Stella,13840,Walls,XXXXXXXXX,Consumer,PR,4208 Rocky Embers Terrace,725
6186,Caguas,Puerto Rico,XXXXXXXXX,Sandra,9487,Ray,XXXXXXXXX,Consumer,PR,1285 Green Valley,725
6187,Caguas,Puerto Rico,XXXXXXXXX,Mary,10996,Smith,XXXXXXXXX,Consumer,PR,7236 Hidden Parkway,725
6188,Mayaguez,Puerto Rico,XXXXXXXXX,Mary,5990,Summers,XXXXXXXXX,Consumer,PR,1384 Pleasant Blossom Meadow,680
6189,Caguas,Puerto Rico,XXXXXXXXX,Shannon,12795,Carson,XXXXXXXXX,Consumer,PR,7793 Tawny Willow Ridge,725
6190,Caguas,Puerto Rico,XXXXXXXXX,Carolyn,13732,Fisher,XXXXXXXXX,Consumer,PR,9861 Grand Elk Trace,725
6191,Caguas,Puerto Rico,XXXXXXXXX,Mary,2864,Kelly,XXXXXXXXX,Consumer,PR,1836 Cozy View Orchard,725
6192,Caguas,Puerto Rico,XXXXXXXXX,Kevin,3033,Larsen,XXXXXXXXX,Consumer,PR,9010 Hidden Pond Corners,725
6193,Caguas,Puerto Rico,XXXXXXXXX,Mary,1231,Norman,XXXXXXXXX,Consumer,PR,547 Cinder Oak Glade,725
6194,Caguas,Puerto Rico,XXXXXXXXX,Martha,2652,Santiago,XXXXXXXXX,Consumer,PR,8335 Little Rise Downs,725
6195,Caguas,Puerto Rico,XXXXXXXXX,Patricia,5553,Lewis,XXXXXXXXX,Consumer,PR,4804 Quiet Hickory Woods,725
6196,Caguas,Puerto Rico,XXXXXXXXX,Sandra,849,Barker,XXXXXXXXX,Consumer,PR,9611 Lost Parade,725
6197,Guaynabo,Puerto Rico,XXXXXXXXX,David,2594,Cortez,XXXXXXXXX,Consumer,PR,449 Quaking Court,969
6198,Caguas,Puerto Rico,XXXXXXXXX,Brittany,3496,Holmes,XXXXXXXXX,Consumer,PR,9015 High Hills Field,725
6199,Caguas,Puerto Rico,XXXXXXXXX,Freya,13857,Long,XXXXXXXXX,Consumer,PR,3927 Rustic Mews,725
6200,Caguas,Puerto Rico,XXXXXXXXX,Janice,8994,Shea,XXXXXXXXX,Consumer,PR,4590 Silver Anchor Street,725
6201,Caguas,Puerto Rico,XXXXXXXXX,Jonathan,11997,Smith,XXXXXXXXX,Consumer,PR,7274 Hazy Villas,725
6202,Carolina,Puerto Rico,XXXXXXXXX,Johnny,3976,Costa,XXXXXXXXX,Consumer,PR,6032 Misty Blossom Farm,983
6203,Caguas,Puerto Rico,XXXXXXXXX,Belle,14713,Parker,XXXXXXXXX,Consumer,PR,5888 Burning Embers Farms,725
6204,Caguas,Puerto Rico,XXXXXXXXX,Tammy,7506,Smith,XXXXXXXXX,Consumer,PR,2792 Stony Range,725
6205,Caguas,Puerto Rico,XXXXXXXXX,Mary,10306,Smith,XXXXXXXXX,Consumer,PR,3440 Grand Road,725
6206,Caguas,Puerto Rico,XXXXXXXXX,William,21,Zimmerman,XXXXXXXXX,Consumer,PR,"3323 Old Willow Mall ",725
6207,Caguas,Puerto Rico,XXXXXXXXX,Mary,9313,Krause,XXXXXXXXX,Consumer,PR,2563 Pleasant Quail Highway,725
6208,Caguas,Puerto Rico,XXXXXXXXX,Mary,10670,Smith,XXXXXXXXX,Consumer,PR,6315 Gentle Creek Ledge,725
6209,Caguas,Puerto Rico,XXXXXXXXX,Howard,2789,Lindsey,XXXXXXXXX,Consumer,PR,5310 Crystal Hills Mount,725
6210,Caguas,Puerto Rico,XXXXXXXXX,Larry,6167,Ryan,XXXXXXXXX,Consumer,PR,632 Colonial Treasure Line,725
6211,Caguas,Puerto Rico,XXXXXXXXX,Mary,11786,Macdonald,XXXXXXXXX,Consumer,PR,6699 Heather Prairie Villas,725
6212,Caguas,Puerto Rico,XXXXXXXXX,Mary,290,Garza,XXXXXXXXX,Consumer,PR,1893 Shady Path,725
6213,Caguas,Puerto Rico,XXXXXXXXX,Carol,1500,Wilcox,XXXXXXXXX,Consumer,PR,8860 Indian Highway,725
6214,Caguas,Puerto Rico,XXXXXXXXX,Mary,10139,Gould,XXXXXXXXX,Consumer,PR,6398 Indian Brook Valley,725
6215,Caguas,Puerto Rico,XXXXXXXXX,Kim,14820,Alexander,XXXXXXXXX,Consumer,PR,1221 High Crest,725
6216,Caguas,Puerto Rico,XXXXXXXXX,Shirley,4703,Lewis,XXXXXXXXX,Consumer,PR,6001 Silver Bear Park,725
6217,Caguas,Puerto Rico,XXXXXXXXX,James,10642,Smith,XXXXXXXXX,Consumer,PR,6613 Emerald Goose Nook,725
6218,Caguas,Puerto Rico,XXXXXXXXX,Mary,6018,Smith,XXXXXXXXX,Consumer,PR,8547 Misty Carrefour,725
6219,Caguas,Puerto Rico,XXXXXXXXX,Edward,1457,Smith,XXXXXXXXX,Consumer,PR,257 Stony Beacon Crescent,725
6220,Caguas,Puerto Rico,XXXXXXXXX,Aaron,9538,Salazar,XXXXXXXXX,Consumer,PR,8824 Round Mountain Falls,725
6221,Caguas,Puerto Rico,XXXXXXXXX,Pamela,11420,Smith,XXXXXXXXX,Consumer,PR,7191 Easy Pony Mews,725
6222,Caguas,Puerto Rico,XXXXXXXXX,Mary,6258,Smith,XXXXXXXXX,Consumer,PR,"611 Colonial Lake Mall ",725
6223,Caguas,Puerto Rico,XXXXXXXXX,Jane,11163,Price,XXXXXXXXX,Consumer,PR,3853 Golden Rise Island,725
6224,Caguas,Puerto Rico,XXXXXXXXX,Mary,2535,Hart,XXXXXXXXX,Consumer,PR,3881 Golden Corners,725
6225,Caguas,Puerto Rico,XXXXXXXXX,Janet,6852,Moon,XXXXXXXXX,Consumer,PR,6134 Umber Hollow,725
6226,Caguas,Puerto Rico,XXXXXXXXX,Mary,8374,Myers,XXXXXXXXX,Consumer,PR,1430 Gentle Diversion,725
6227,Caguas,Puerto Rico,XXXXXXXXX,Frances,8487,Smith,XXXXXXXXX,Consumer,PR,3387 Fallen Pine Walk,725
6228,Caguas,Puerto Rico,XXXXXXXXX,Samantha,318,Smith,XXXXXXXXX,Consumer,PR,3927 Rustic Mews,725
6229,Caguas,Puerto Rico,XXXXXXXXX,Margaret,2869,Hansen,XXXXXXXXX,Consumer,PR,8662 Jagged Hickory Extension,725
6230,Caguas,Puerto Rico,XXXXXXXXX,Mary,12215,Smith,XXXXXXXXX,Consumer,PR,3481 Burning Manor,725
6231,Caguas,Puerto Rico,XXXXXXXXX,Matthew,6905,Dunn,XXXXXXXXX,Consumer,PR,6754 Iron Leaf Line,725
6232,Caguas,Puerto Rico,XXXXXXXXX,Mary,10552,Finley,XXXXXXXXX,Consumer,PR,4524 Honey Carrefour,725
6233,Caguas,Puerto Rico,XXXXXXXXX,Mary,316,Smith,XXXXXXXXX,Consumer,PR,5012 Rustic Fawn Circuit,725
6234,Caguas,Puerto Rico,XXXXXXXXX,Alice,8197,Smith,XXXXXXXXX,Consumer,PR,3399 Pleasant Stead,725
6235,Caguas,Puerto Rico,XXXXXXXXX,Karly,14836,Moon,XXXXXXXXX,Consumer,PR,9140 Gentle Moor,725
6236,Caguas,Puerto Rico,XXXXXXXXX,Mary,2609,Smith,XXXXXXXXX,Consumer,PR,1974 Stony Wharf,725
6237,Caguas,Puerto Rico,XXXXXXXXX,Jordan,9885,Smith,XXXXXXXXX,Consumer,PR,5622 Bright Fox Mews,725
6238,Caguas,Puerto Rico,XXXXXXXXX,Jana,12754,Snider,XXXXXXXXX,Consumer,PR,"3927 Rustic Mews ",725
6239,Mayaguez,Puerto Rico,XXXXXXXXX,Debra,10973,Sullivan,XXXXXXXXX,Consumer,PR,3751 Foggy Cape,680
6240,Caguas,Puerto Rico,XXXXXXXXX,Dakota,13835,Randolph,XXXXXXXXX,Consumer,PR,4543 Red Private,725
6241,Caguas,Puerto Rico,XXXXXXXXX,Julie,250,Smith,XXXXXXXXX,Consumer,PR,4297 Quiet Shadow Quay,725
6242,Caguas,Puerto Rico,XXXXXXXXX,Joyce,1706,Anderson,XXXXXXXXX,Consumer,PR,473 High Plaza,725
6243,Caguas,Puerto Rico,XXXXXXXXX,Sean,7047,Burch,XXXXXXXXX,Consumer,PR,5517 Jagged Hollow,725
6244,Caguas,Puerto Rico,XXXXXXXXX,Frances,1013,Smith,XXXXXXXXX,Consumer,PR,5261 Thunder Valley,725
6245,Caguas,Puerto Rico,XXXXXXXXX,Bertha,14780,Jacobs,XXXXXXXXX,Consumer,PR,1269 Rocky Brook Hollow,725
6246,Caguas,Puerto Rico,XXXXXXXXX,Whoopi,13762,Griffin,XXXXXXXXX,Consumer,PR,5399 Velvet Terrace,725
6247,Caguas,Puerto Rico,XXXXXXXXX,Ruth,13690,Small,XXXXXXXXX,Consumer,PR,8259 Sunny Trace,725
6248,Caguas,Puerto Rico,XXXXXXXXX,Mary,11490,Key,XXXXXXXXX,Consumer,PR,2251 Bright Glade,725
6249,Caguas,Puerto Rico,XXXXXXXXX,Catherine,13924,Wise,XXXXXXXXX,Consumer,PR,395 Hazy Branch Mews,725
6250,Caguas,Puerto Rico,XXXXXXXXX,Mary,11418,Smith,XXXXXXXXX,Consumer,PR,4569 Indian Walk,725
6251,Caguas,Puerto Rico,XXXXXXXXX,Kevin,10953,Smith,XXXXXXXXX,Consumer,PR,8341 Stony Avenue,725
6252,Caguas,Puerto Rico,XXXXXXXXX,Mary,6829,Mcdonald,XXXXXXXXX,Consumer,PR,151 Colonial Robin Heights,725
6253,Caguas,Puerto Rico,XXXXXXXXX,James,8721,Smith,XXXXXXXXX,Consumer,PR,6481 Wishing Anchor Centre,725
6254,Caguas,Puerto Rico,XXXXXXXXX,Donna,2654,Martinez,XXXXXXXXX,Consumer,PR,5404 Hidden Lake Vale,725
6255,Caguas,Puerto Rico,XXXXXXXXX,Margaret,7243,Smith,XXXXXXXXX,Consumer,PR,4984 Dusty Log Parkway,725
6256,Caguas,Puerto Rico,XXXXXXXXX,Roanna,12752,Cervantes,XXXXXXXXX,Consumer,PR,5012 Rustic Fawn Circuit,725
6257,Caguas,Puerto Rico,XXXXXXXXX,Emily,8091,Powell,XXXXXXXXX,Consumer,PR,6121 Fallen Trace,725
6258,Caguas,Puerto Rico,XXXXXXXXX,William,12035,Mcdaniel,XXXXXXXXX,Consumer,PR,1721 Old Forest Parkway,725
6259,Trujillo Alto,Puerto Rico,XXXXXXXXX,Alan,5275,Smith,XXXXXXXXX,Consumer,PR,697 Little Meadow,976
6260,Caguas,Puerto Rico,XXXXXXXXX,Desiree,14013,Morin,XXXXXXXXX,Consumer,PR,5274 Hidden Mall,725
6261,Caguas,Puerto Rico,XXXXXXXXX,Judith,8816,Shepard,XXXXXXXXX,Consumer,PR,"4462 Burning Fox Mall ",725
6262,Caguas,Puerto Rico,XXXXXXXXX,Mary,7500,Smith,XXXXXXXXX,Consumer,PR,1112 Sunny Pond Wood,725
6263,Arecibo,Puerto Rico,XXXXXXXXX,Kimberly,12389,King,XXXXXXXXX,Consumer,PR,4878 Dusty Road,612
6264,Caguas,Puerto Rico,XXXXXXXXX,Johnny,8246,Frederick,XXXXXXXXX,Consumer,PR,3865 Tawny Beacon Extension,725
6265,Caguas,Puerto Rico,XXXXXXXXX,Lori,11537,Phelps,XXXXXXXXX,Consumer,PR,5761 Stony Key,725
6266,Caguas,Puerto Rico,XXXXXXXXX,Charles,8776,West,XXXXXXXXX,Consumer,PR,7717 Umber Route,725
6267,Caguas,Puerto Rico,XXXXXXXXX,Susan,8926,Smith,XXXXXXXXX,Consumer,PR,3488 Grand River Townline,725
6268,Caguas,Puerto Rico,XXXXXXXXX,Mary,1439,Clark,XXXXXXXXX,Consumer,PR,907 Umber Beacon Common,725
6269,Caguas,Puerto Rico,XXXXXXXXX,Kelly,9479,Smith,XXXXXXXXX,Consumer,PR,1050 Sunny River Line,725
